time,value
2024-07-22 11:53:42,67850.50000000
2024-07-22 11:53:44,67850.50000000
2024-07-22 11:53:46,67850.50000000
2024-07-22 11:53:50,67850.50000000
2024-07-22 11:53:53,67850.49000000
2024-07-22 11:53:54,67850.50000000
2024-07-22 11:53:59,67850.50000000
2024-07-22 11:54:00,67851.15000000
2024-07-22 11:54:01,67851.15000000
2024-07-22 11:54:02,67854.06000000
2024-07-22 11:54:05,67854.05000000
2024-07-22 11:54:07,67854.05000000
2024-07-22 11:54:08,67854.05000000
2024-07-22 11:54:09,67854.05000000
2024-07-22 11:54:10,67854.05000000
2024-07-22 11:54:13,67854.05000000
2024-07-22 11:54:16,67865.66000000
2024-07-22 11:54:17,67865.66000000
2024-07-22 11:54:20,67871.46000000
2024-07-22 11:54:21,67874.82000000
2024-07-22 11:54:24,67874.82000000
2024-07-22 11:54:26,67874.82000000
2024-07-22 11:54:27,67874.82000000
2024-07-22 11:54:28,67874.83000000
2024-07-22 11:54:31,67874.83000000
2024-07-22 11:54:33,67874.83000000
2024-07-22 11:54:37,67874.82000000
2024-07-22 11:54:40,67874.82000000
2024-07-22 11:54:41,67864.41000000
2024-07-22 11:54:46,67866.33000000
2024-07-22 11:54:50,67864.41000000
2024-07-22 11:54:51,67864.41000000
2024-07-22 11:54:54,67850.50000000
2024-07-22 11:54:55,67850.51000000
2024-07-22 11:54:58,67846.94000000
2024-07-22 11:55:01,67850.49000000
2024-07-22 11:55:02,67858.45000000
2024-07-22 11:55:03,67858.45000000
2024-07-22 11:55:04,67858.46000000
2024-07-22 11:55:07,67858.45000000
2024-07-22 11:55:10,67851.65000000
2024-07-22 11:55:13,67851.65000000
2024-07-22 11:55:16,67841.89000000
2024-07-22 11:55:17,67841.89000000
2024-07-22 11:55:18,67841.88000000
2024-07-22 11:55:22,67841.88000000
2024-07-22 11:55:26,67849.16000000
2024-07-22 11:55:27,67849.16000000
2024-07-22 11:55:30,67849.16000000
2024-07-22 11:55:33,67849.16000000
2024-07-22 11:55:36,67849.16000000
2024-07-22 11:55:40,67849.16000000
2024-07-22 11:55:41,67849.16000000
2024-07-22 11:55:42,67848.23000000
2024-07-22 11:55:43,67848.23000000
2024-07-22 11:55:45,67848.23000000
2024-07-22 11:55:46,67848.23000000
2024-07-22 11:55:49,67848.23000000
2024-07-22 11:55:50,67848.23000000
2024-07-22 11:55:54,67848.23000000
2024-07-22 11:55:56,67864.27000000
2024-07-22 11:55:57,67864.27000000
2024-07-22 11:55:58,67864.27000000
2024-07-22 11:55:59,67864.27000000
2024-07-22 11:56:00,67864.40000000
2024-07-22 11:56:03,67864.40000000
2024-07-22 11:56:04,67873.13000000
2024-07-22 11:56:07,67878.39000000
2024-07-22 11:56:08,67878.39000000
2024-07-22 11:56:09,67878.39000000
2024-07-22 11:56:12,67878.39000000
2024-07-22 11:56:15,67878.40000000
2024-07-22 11:56:17,67878.40000000
2024-07-22 11:56:18,67878.40000000
2024-07-22 11:56:19,67878.40000000
2024-07-22 11:56:22,67878.39000000
2024-07-22 11:56:25,67878.39000000
2024-07-22 11:56:26,67878.39000000
2024-07-22 11:56:27,67869.04000000
2024-07-22 11:56:31,67869.04000000
2024-07-22 11:56:32,67866.78000000
2024-07-22 11:56:34,67866.78000000
2024-07-22 11:56:36,67866.78000000
2024-07-22 11:56:37,67866.78000000
2024-07-22 11:56:38,67866.78000000
2024-07-22 11:56:42,67866.78000000
2024-07-22 11:56:45,67878.08000000
2024-07-22 11:56:46,67878.08000000
2024-07-22 11:56:47,67878.08000000
2024-07-22 11:56:49,67878.08000000
2024-07-22 11:56:51,67871.93000000
2024-07-22 11:56:54,67864.64000000
2024-07-22 11:56:55,67864.64000000
2024-07-22 11:56:56,67864.64000000
2024-07-22 11:56:58,67864.64000000
2024-07-22 11:56:59,67864.64000000
2024-07-22 11:57:00,67864.41000000
2024-07-22 11:57:03,67864.41000000
2024-07-22 11:57:04,67864.41000000
2024-07-22 11:57:05,67864.41000000
2024-07-22 11:57:08,67868.03000000
2024-07-22 11:57:11,67867.73000000
2024-07-22 11:57:12,67867.73000000
2024-07-22 11:57:17,67867.73000000
2024-07-22 11:57:18,67868.80000000
2024-07-22 11:57:19,67868.80000000
2024-07-22 11:57:21,67866.78000000
2024-07-22 11:57:25,67864.42000000
2024-07-22 11:57:26,67867.73000000
2024-07-22 11:57:27,67867.73000000
2024-07-22 11:57:33,67877.43000000
2024-07-22 11:57:34,67877.43000000
2024-07-22 11:57:35,67877.43000000
2024-07-22 11:57:36,67877.43000000
2024-07-22 11:57:37,67877.43000000
2024-07-22 11:57:40,67878.31000000
2024-07-22 11:57:42,67878.31000000
2024-07-22 11:57:46,67878.30000000
2024-07-22 11:57:47,67878.31000000
2024-07-22 11:57:48,67878.31000000
2024-07-22 11:57:52,67878.31000000
2024-07-22 11:57:55,67878.31000000
2024-07-22 11:57:56,67878.31000000
2024-07-22 11:57:59,67878.31000000
2024-07-22 11:58:02,67878.31000000
2024-07-22 11:58:03,67878.31000000
2024-07-22 11:58:04,67878.31000000
2024-07-22 11:58:08,67878.31000000
2024-07-22 11:58:11,67878.31000000
2024-07-22 11:58:14,67878.31000000
2024-07-22 11:58:15,67878.31000000
2024-07-22 11:58:18,67878.31000000
2024-07-22 11:58:21,67878.31000000
2024-07-22 11:58:24,67878.31000000
2024-07-22 11:58:25,67880.99000000
2024-07-22 11:58:26,67880.99000000
2024-07-22 11:58:28,67880.99000000
2024-07-22 11:58:29,67880.99000000
2024-07-22 11:58:30,67880.99000000
2024-07-22 11:58:31,67880.99000000
2024-07-22 11:58:34,67885.94000000
2024-07-22 11:58:35,67885.94000000
2024-07-22 11:58:38,67891.83000000
2024-07-22 11:58:39,67885.11000000
2024-07-22 11:58:42,67885.11000000
2024-07-22 11:58:43,67885.11000000
2024-07-22 11:58:46,67885.11000000
2024-07-22 11:58:47,67880.61000000
2024-07-22 11:58:48,67880.62000000
2024-07-22 11:58:49,67880.62000000
2024-07-22 11:58:51,67880.62000000
2024-07-22 11:58:54,67880.61000000
2024-07-22 11:58:57,67880.61000000
2024-07-22 11:58:58,67880.61000000
2024-07-22 11:59:03,67880.61000000
2024-07-22 11:59:08,67874.90000000
2024-07-22 11:59:11,67874.90000000
2024-07-22 11:59:12,67874.90000000
2024-07-22 11:59:14,67874.90000000
2024-07-22 11:59:17,67880.20000000
2024-07-22 11:59:18,67880.19000000
2024-07-22 11:59:19,67880.19000000
2024-07-22 11:59:22,67880.61000000
2024-07-22 11:59:23,67880.61000000
2024-07-22 11:59:26,67880.61000000
2024-07-22 11:59:27,67880.61000000
2024-07-22 11:59:32,67880.61000000
2024-07-22 11:59:35,67880.61000000
2024-07-22 11:59:36,67880.61000000
2024-07-22 11:59:40,67880.59000000
2024-07-22 11:59:43,67880.59000000
2024-07-22 11:59:44,67880.59000000
2024-07-22 11:59:47,67880.59000000
2024-07-22 11:59:49,67880.59000000
2024-07-22 11:59:53,67880.59000000
2024-07-22 11:59:54,67880.59000000
2024-07-22 11:59:58,67880.59000000
2024-07-22 11:59:59,67880.59000000
2024-07-22 12:00:00,67880.59000000
2024-07-22 12:00:03,67880.59000000
2024-07-22 12:00:04,67880.59000000
2024-07-22 12:00:08,67868.05000000
2024-07-22 12:00:12,67860.26000000
2024-07-22 12:00:13,67877.31000000
2024-07-22 12:00:16,67868.62000000
2024-07-22 12:00:19,67868.61000000
2024-07-22 12:00:22,67868.61000000
2024-07-22 12:00:25,67868.61000000
2024-07-22 12:00:26,67868.61000000
2024-07-22 12:00:29,67868.62000000
2024-07-22 12:00:35,67874.11000000
2024-07-22 12:00:36,67872.16000000
2024-07-22 12:00:37,67872.16000000
2024-07-22 12:00:38,67872.15000000
2024-07-22 12:00:42,67872.15000000
2024-07-22 12:00:43,67857.50000000
2024-07-22 12:00:44,67860.32000000
2024-07-22 12:00:48,67860.32000000
2024-07-22 12:00:53,67860.32000000
2024-07-22 12:00:59,67852.19000000
2024-07-22 12:01:01,67852.21000000
2024-07-22 12:01:02,67850.13000000
2024-07-22 12:01:03,67850.13000000
2024-07-22 12:01:04,67850.12000000
2024-07-22 12:01:09,67846.41000000
2024-07-22 12:01:12,67844.61000000
2024-07-22 12:01:13,67844.61000000
2024-07-22 12:01:16,67844.60000000
2024-07-22 12:01:17,67844.60000000
2024-07-22 12:01:20,67835.62000000
2024-07-22 12:01:21,67826.52000000
2024-07-22 12:01:22,67826.39000000
2024-07-22 12:01:23,67826.39000000
2024-07-22 12:01:27,67826.40000000
2024-07-22 12:01:32,67826.39000000
2024-07-22 12:01:34,67826.39000000
2024-07-22 12:01:36,67826.39000000
2024-07-22 12:01:37,67826.39000000
2024-07-22 12:01:41,67832.50000000
2024-07-22 12:01:42,67828.63000000
2024-07-22 12:01:43,67828.63000000
2024-07-22 12:01:44,67828.63000000
2024-07-22 12:01:47,67828.63000000
2024-07-22 12:01:48,67823.57000000
2024-07-22 12:01:49,67823.57000000
2024-07-22 12:01:52,67823.57000000
2024-07-22 12:01:53,67823.57000000
2024-07-22 12:01:54,67823.57000000
2024-07-22 12:01:57,67823.57000000
2024-07-22 12:01:58,67823.56000000
2024-07-22 12:02:00,67832.25000000
2024-07-22 12:02:03,67832.25000000
2024-07-22 12:02:04,67832.25000000
2024-07-22 12:02:07,67816.13000000
2024-07-22 12:02:08,67816.13000000
2024-07-22 12:02:09,67816.13000000
2024-07-22 12:02:11,67816.13000000
2024-07-22 12:02:13,67816.13000000
2024-07-22 12:02:16,67816.12000000
2024-07-22 12:02:18,67816.12000000
2024-07-22 12:02:21,67816.12000000
2024-07-22 12:02:22,67816.12000000
2024-07-22 12:02:23,67816.12000000
2024-07-22 12:02:27,67816.12000000
2024-07-22 12:02:30,67816.12000000
2024-07-22 12:02:31,67816.12000000
2024-07-22 12:02:35,67816.12000000
2024-07-22 12:02:36,67828.41000000
2024-07-22 12:02:39,67828.41000000
2024-07-22 12:02:40,67831.54000000
2024-07-22 12:02:41,67831.54000000
2024-07-22 12:02:43,67831.54000000
2024-07-22 12:02:46,67825.64000000
2024-07-22 12:02:49,67825.63000000
2024-07-22 12:02:53,67825.63000000
2024-07-22 12:02:58,67818.75000000
2024-07-22 12:02:59,67818.75000000
2024-07-22 12:03:02,67799.10000000
2024-07-22 12:03:05,67798.95000000
2024-07-22 12:03:11,67764.42000000
2024-07-22 12:03:12,67769.36000000
2024-07-22 12:03:15,67769.38000000
2024-07-22 12:03:18,67769.38000000
2024-07-22 12:03:22,67769.38000000
2024-07-22 12:03:23,67769.38000000
2024-07-22 12:03:24,67769.38000000
2024-07-22 12:03:27,67769.38000000
2024-07-22 12:03:28,67769.38000000
2024-07-22 12:03:31,67774.09000000
2024-07-22 12:03:32,67782.67000000
2024-07-22 12:03:35,67782.67000000
2024-07-22 12:03:38,67791.26000000
2024-07-22 12:03:41,67805.53000000
2024-07-22 12:03:42,67805.53000000
2024-07-22 12:03:45,67805.53000000
2024-07-22 12:03:48,67805.53000000
2024-07-22 12:03:51,67805.53000000
2024-07-22 12:03:54,67805.53000000
2024-07-22 12:03:56,67818.75000000
2024-07-22 12:03:57,67818.75000000
2024-07-22 12:04:00,67818.75000000
2024-07-22 12:04:01,67818.74000000
2024-07-22 12:04:04,67811.08000000
2024-07-22 12:04:06,67811.07000000
2024-07-22 12:04:10,67808.04000000
2024-07-22 12:04:14,67811.08000000
2024-07-22 12:04:15,67811.07000000
2024-07-22 12:04:18,67811.08000000
2024-07-22 12:04:21,67811.07000000
2024-07-22 12:04:22,67811.07000000
2024-07-22 12:04:26,67775.92000000
2024-07-22 12:04:27,67778.10000000
2024-07-22 12:04:32,67787.22000000
2024-07-22 12:04:35,67787.21000000
2024-07-22 12:04:39,67797.17000000
2024-07-22 12:04:43,67807.79000000
2024-07-22 12:04:44,67807.79000000
2024-07-22 12:04:45,67807.79000000
2024-07-22 12:04:46,67807.79000000
2024-07-22 12:04:49,67802.72000000
2024-07-22 12:04:51,67802.72000000
2024-07-22 12:04:52,67803.74000000
2024-07-22 12:04:59,67803.74000000
2024-07-22 12:05:02,67803.75000000
2024-07-22 12:05:06,67811.05000000
2024-07-22 12:05:10,67811.05000000
2024-07-22 12:05:13,67809.70000000
2024-07-22 12:05:27,67808.44000000
2024-07-22 12:05:30,67808.44000000
2024-07-22 12:05:31,67808.44000000
2024-07-22 12:05:32,67808.44000000
2024-07-22 12:05:36,67808.43000000
2024-07-22 12:05:37,67808.43000000
2024-07-22 12:05:40,67808.43000000
2024-07-22 12:05:41,67808.43000000
2024-07-22 12:05:44,67808.43000000
2024-07-22 12:05:47,67808.43000000
2024-07-22 12:05:50,67808.43000000
2024-07-22 12:05:51,67808.43000000
2024-07-22 12:05:54,67803.72000000
2024-07-22 12:05:57,67797.18000000
2024-07-22 12:06:00,67797.18000000
2024-07-22 12:06:02,67799.92000000
2024-07-22 12:06:03,67810.62000000
2024-07-22 12:06:06,67811.06000000
2024-07-22 12:06:08,67820.47000000
2024-07-22 12:06:09,67820.47000000
2024-07-22 12:06:12,67824.35000000
2024-07-22 12:06:13,67824.35000000
2024-07-22 12:06:16,67824.35000000
2024-07-22 12:06:19,67817.31000000
2024-07-22 12:06:20,67817.31000000
2024-07-22 12:06:23,67822.30000000
2024-07-22 12:06:24,67822.30000000
2024-07-22 12:06:27,67822.30000000
2024-07-22 12:06:28,67822.30000000
2024-07-22 12:06:30,67828.34000000
2024-07-22 12:06:33,67838.86000000
2024-07-22 12:06:34,67838.86000000
2024-07-22 12:06:37,67838.86000000
2024-07-22 12:06:40,67851.06000000
2024-07-22 12:06:41,67851.06000000
2024-07-22 12:06:44,67851.06000000
2024-07-22 12:06:45,67851.06000000
2024-07-22 12:06:46,67851.06000000
2024-07-22 12:06:47,67851.06000000
2024-07-22 12:06:52,67870.94000000
2024-07-22 12:06:56,67870.94000000
2024-07-22 12:06:57,67866.67000000
2024-07-22 12:06:58,67866.67000000
2024-07-22 12:06:59,67866.67000000
2024-07-22 12:08:07,67905.51000000
2024-07-22 12:08:08,67908.50000000
2024-07-22 12:08:09,67908.50000000
2024-07-22 12:08:13,67912.28000000
2024-07-22 12:08:16,67919.95000000
2024-07-22 12:08:20,67919.95000000
2024-07-22 12:08:21,67919.94000000
2024-07-22 12:08:22,67913.59000000
2024-07-22 12:08:23,67913.59000000
2024-07-22 12:08:26,67914.46000000
2024-07-22 12:08:28,67914.46000000
2024-07-22 12:08:30,67914.46000000
2024-07-22 12:08:33,67903.80000000
2024-07-22 12:08:35,67903.80000000
2024-07-22 12:08:39,67903.81000000
2024-07-22 12:08:41,67903.81000000
2024-07-22 12:08:45,67903.81000000
2024-07-22 12:08:48,67903.81000000
2024-07-22 12:08:51,67908.84000000
2024-07-22 12:08:52,67908.84000000
2024-07-22 12:08:53,67908.84000000
2024-07-22 12:08:58,67908.84000000
2024-07-22 12:09:01,67908.84000000
2024-07-22 12:09:02,67908.84000000
2024-07-22 12:09:05,67908.84000000
2024-07-22 12:09:06,67914.46000000
2024-07-22 12:09:09,67914.46000000
2024-07-22 12:09:12,67907.52000000
2024-07-22 12:09:13,67907.52000000
2024-07-22 12:09:14,67907.52000000
2024-07-22 12:09:15,67907.52000000
2024-07-22 12:09:16,67907.52000000
2024-07-22 12:09:19,67904.36000000
2024-07-22 12:09:20,67898.30000000
2024-07-22 12:09:21,67898.30000000
2024-07-22 12:09:24,67898.30000000
2024-07-22 12:09:25,67898.30000000
2024-07-22 12:09:28,67898.30000000
2024-07-22 12:09:31,67898.30000000
2024-07-22 12:09:32,67898.30000000
2024-07-22 12:09:41,67909.11000000
2024-07-22 12:09:44,67912.21000000
2024-07-22 12:09:47,67914.31000000
2024-07-22 12:09:49,67914.45000000
2024-07-22 12:09:51,67914.45000000
2024-07-22 12:09:52,67914.45000000
2024-07-22 12:09:54,67912.21000000
2024-07-22 12:09:57,67912.21000000
2024-07-22 12:10:02,67912.21000000
2024-07-22 12:10:06,67912.21000000
2024-07-22 12:10:07,67914.46000000
2024-07-22 12:10:08,67915.76000000
2024-07-22 12:10:09,67915.76000000
2024-07-22 12:10:13,67915.75000000
2024-07-22 12:10:15,67918.50000000
2024-07-22 12:10:18,67918.50000000
2024-07-22 12:10:20,67926.14000000
2024-07-22 12:10:22,67934.85000000
2024-07-22 12:10:24,67936.73000000
2024-07-22 12:10:25,67936.73000000
2024-07-22 12:10:26,67941.07000000
2024-07-22 12:10:30,67948.76000000
